Category,Category_Definition,Topic,Topic_Definition,Sub_Topic,Sub_Topic_Definition,Polarity,Survey_Channel,Est_Count,Est_Pct,Actionable_Owner
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,New Customer Onboarding Experience,The overall new customer experience from purchase through first use â€” including welcome communications first bill clarity and initial service confidence.,Onboarding Was Smooth / Felt Welcome as New Customer,"New customer felt well onboarded â€” clear communications smooth activation and overall positive start. Include: 'great start' 'welcome experience was good' 'easy to get started' 'first bill made sense' 'smooth transition' 'happy new customer' 'everything was clear from the start'. Retention signal for new subscribers.",Positive,All,TBD,TBD,Onboarding / CX Design
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,New Customer Onboarding Experience,The overall new customer experience from purchase through first use â€” including welcome communications first bill clarity and initial service confidence.,First Bill Was Confusing / Higher Than Expected,"New customer's first bill did not match expectations â€” confusing charges prorated amounts or higher total than quoted. Include: 'first bill was way more than they said' 'confused by my first bill' 'prorated charges make no sense' 'bill was double what I was told' 'didn't expect these charges' 'first bill shock'. Critical early churn risk â€” first 90 days.",Negative,All,TBD,TBD,Billing / Onboarding
Process,Feedback about operational and service delivery processes â€” how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.,New Customer Onboarding Experience,The overall new customer experience from purchase through first use â€” including welcome communications first bill clarity and initial service confidence.,Switching / Porting Process Was Difficult,"Customer had problems porting their number or switching from another carrier. Include: 'porting took forever' 'lost my number' 'number transfer was a mess' 'switching was a nightmare' 'port took 3 days' 'old number didn't transfer' 'porting issue' 'number wasn't moved correctly'. Acquisition friction â€” competitive vulnerability.",Negative,All,TBD,TBD,Operations / Provisioning
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Bill Amount & Affordability,How customers feel about the overall level of their bill â€” whether it is too high acceptable or a good value.,Bill Is Too High / Too Expensive,"Customer states bill or prices are too high too expensive or unaffordable. Include: 'too expensive' 'bill is too high' 'paying too much' 'prices are too high' 'my bill is high' 'very expensive' 'bill too high' 'muy caro el servicio' 'costs too much' 'overpriced' 'can't afford this'. Primary pricing dissatisfier â€” track monthly for trend.",Negative,All,1100,1.3%,Pricing Strategy
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Bill Amount & Affordability,How customers feel about the overall level of their bill â€” whether it is too high acceptable or a good value.,Request to Lower Bill / Reduce Costs,"Customer explicitly requests bill reduction or cheaper options â€” distinct from stating it's too high by making a direct request. Include: 'lower my bill' 'lower my phone bill' 'reduce my bill' 'need lower prices' 'cheaper prices' 'lower the cost' 'lower your rates' 'need my bill lower' 'bring my bill down' 'get my payment lower'. Direct churn prevention signal â€” retention opportunity.",Negative,All,890,1.0%,Pricing / Retention
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Bill Amount & Affordability,How customers feel about the overall level of their bill â€” whether it is too high acceptable or a good value.,Pricing Positive / Good Value / Saved Money,"Customer is positive about pricing value or mentions saving money. Include: 'helped me save money' 'good deal' 'great value' 'love to save money' 'transparent prices' 'fair price' 'reasonable' 'affordable' 'good price for what I get' 'saved me money on my bill'. Track as retention/acquisition signal.",Positive,All,120,0.1%,Marketing
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Bill Increase & Rate Changes,Feedback specifically about bills going up or unexpected price increases â€” month over month or mid-contract.,Bill Increased / Price Went Up Unexpectedly,"Customer reports unexpected bill increase without explanation or consent. Include: 'bill increase' 'prices went up' 'price increase' 'my bill went up' 'bill keeps going up' 'rate increase' 'went up $20' 'bill jumped' 'higher than last month' 'keeps increasing every month'. Track month-over-month for anomaly detection.",Negative,All,420,0.5%,Pricing Strategy
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Bill Increase & Rate Changes,Feedback specifically about bills going up or unexpected price increases â€” month over month or mid-contract.,Promotion Expired / Price Jumped After Promo,"Customer's promotional rate ended and bill increased significantly â€” often without clear warning. Include: 'promo ended and bill doubled' 'promotion expired' 'price went up after my deal ended' 'introductory rate is over' 'my discount ended' 'was $50 now it's $90' 'promotional period over'. Retention-critical moment â€” distinct from general increase.",Negative,All,280,0.3%,Retention / Pricing
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Bill Increase & Rate Changes,Feedback specifically about bills going up or unexpected price increases â€” month over month or mid-contract.,Corporate Greed / Predatory Pricing Language,"Customer uses strong language implying AT&T is exploitative greedy or predatory in pricing practices. Include: 'corporate greed' 'money hungry' 'you charge too much' 'you're too expensive' 'yall money hungry' 'ripping people off' 'price gouging' 'nickel and dime' 'squeezing customers'. Churn risk + brand reputation signal.",Negative,All,140,0.2%,Pricing / Brand
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Billing Errors & Disputes,Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.,Billing Error / Incorrect Charge / Overcharge,"Customer reports being incorrectly charged or overcharged for services. Include: 'overcharged' 'wrong charge' 'billing error' 'att over charge me' 'billing issues' 'cobros k no acepte' 'incorrect bill' 'charged twice' 'charged for something I don't have' 'double charged'. Escalation flag â€” track for systemic billing system issues.",Negative,All,220,0.3%,Billing Operations
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Billing Errors & Disputes,Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.,Refund / Credit Request,"Customer is requesting a refund or account credit for overcharges or service failures. Include: 'refund my money' 'give me a refund' 'credit my account' 'I want money back' 'refund 5 months' 'reimburse' 'I need my money back' 'where is my credit' 'credit was never applied'. Revenue protection signal â€” track for resolution rate.",Negative,All,185,0.2%,Billing Operations
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Billing Errors & Disputes,Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.,Refund / Credit Was Applied Successfully,"Customer confirms a credit or refund was applied â€” resolution of a billing dispute. Include: 'got my credit' 'refund was applied' 'they credited my account' 'money back' 'credit showed up' 'got the adjustment'. Service recovery success â€” track alongside dispute volume.",Positive,All,95,0.1%,Billing Operations
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Billing Errors & Disputes,Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.,Fraud / Scam Allegation,"Customer believes they were scammed or defrauded by AT&T â€” intentional financial harm alleged. Include: 'I was scammed' 'this is a fraud' 'stole my money' 'you scammed us' 'son un fraude' 'THIS IS A FRAUD' 'you guys scammed me' 'ATT is always lying' 'att is full of liars' 'theft'. Legal/compliance flag â€” HIGH severity.",Negative,All,130,0.1%,Legal / Compliance
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Billing Errors & Disputes,Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.,Charged After Cancellation,"Customer reports being charged for services after they canceled. Include: 'still being charged after I canceled' 'canceled but still getting billed' 'why am I still being charged' 'billed after disconnection' 'charged for service I don't have anymore' 'still charging me'. Compliance/legal signal â€” retention failure aftermath.",Negative,All,110,0.1%,Billing Operations / Legal
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Promotions & Discounts,Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.,Request for Discount / Better Deal / Promotion,"Customer requests a discount better promotion or loyalty deal. Include: 'better prices' 'lower your rates' 'get me a discount' 'cheaper phone bill' 'better promotions' 'offer more discounts' 'cheaper phone rates' 'loyalty discount' 'what deals do you have' 'any promotions available'. Track for win-back/retention opportunities.",Negative,All,210,0.2%,Marketing / Retention
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Promotions & Discounts,Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.,Promotion / Discount Was Applied Successfully,"Customer confirms a promotion discount or deal was successfully applied to their account. Include: 'got a great deal' 'discount was applied' 'love my new plan price' 'promotion is working' 'happy with the savings' 'got the deal they promised'. Retention success signal.",Positive,All,160,0.2%,Marketing / Retention
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Promotions & Discounts,Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.,Promotion Not Honored / Discount Not Applied,"Customer was promised a promotion or discount that was never applied or was removed. Include: 'promotion wasn't applied' 'discount didn't show' 'was promised a deal and didn't get it' 'promotional credit missing' 'where is my discount' 'said I'd get $10 off and I didn't' 'deal was never applied'. Trust violation â€” overlaps with broken promise.",Negative,All,175,0.2%,Billing Operations / Sales QA
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Hidden Fees & Unexpected Charges,Customer discovers charges they were not informed about â€” activation fees surcharges administrative fees or other line items that feel hidden or deceptive.,Hidden Fees / Unexpected Charges on Bill,"Customer discovered charges they weren't told about â€” feels blindsided by line items. Include: 'hidden fees' 'didn't know about these charges' 'surprise charges' 'fees I wasn't told about' 'what are all these fees' 'administrative fee' 'wasn't told about activation fee' 'snuck in charges' 'fine print fees'. Trust erosion â€” transparency failure.",Negative,All,195,0.2%,Pricing / Billing Transparency
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Hidden Fees & Unexpected Charges,Customer discovers charges they were not informed about â€” activation fees surcharges administrative fees or other line items that feel hidden or deceptive.,Activation / Upgrade Fee Complaint,"Customer specifically complains about activation fees upgrade fees or restocking fees. Include: 'activation fee is ridiculous' 'why do I have to pay to upgrade' 'upgrade fee' '$35 activation fee' 'restocking fee' 'fee to switch phones' 'charged me to activate'. Distinct from general hidden fees â€” specific fee type for policy review.",Negative,Retail | National Retail,TBD,TBD,Pricing Policy / Retail
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Device Payment & Installment Plan,Customer feedback about device payment plans installment agreements and monthly device charges.,Device Payment Plan Is Too Expensive,"Customer feels device payment is too high or total cost of phone over installments is excessive. Include: 'phone payment is too much' 'paying too much for this phone' 'device cost is ridiculous' 'monthly phone payment too high' 'can't afford the phone payment' '$40/month for a phone is crazy'. Track for device pricing strategy.",Negative,All,TBD,TBD,Device Pricing / Strategy
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Device Payment & Installment Plan,Customer feedback about device payment plans installment agreements and monthly device charges.,Device Payoff / Early Upgrade Confusion,"Customer is confused about device payoff balance remaining payments or early upgrade eligibility. Include: 'how much do I owe on my phone' 'when can I upgrade' 'confused about payoff' 'didn't know I still owed' 'can't upgrade because of balance' 'installment wasn't explained' 'thought my phone was paid off'. Knowledge gap â€” education opportunity.",Negative,All,TBD,TBD,Billing / Training
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Device Payment & Installment Plan,Customer feedback about device payment plans installment agreements and monthly device charges.,Trade-In Credit Not Applied / Less Than Promised,"Customer's device trade-in promotional credit was not applied or is less than what was promised at point of sale. Include: 'trade-in credit never showed' 'was told $800 credit only got $200' 'promotional credits not applying' 'where are my trade-in credits' 'credit was supposed to be monthly' 'trade value was wrong'. HIGH volume complaint â€” BOGO and trade promo related.",Negative,All,TBD,TBD,Billing / Promotions / Sales QA
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Cancellation Threat Due to Cost,Customer explicitly links high cost to cancellation or switching intent â€” pricing is the stated reason for potential churn.,Leaving / Canceling Due to Cost,"Customer states they are leaving or canceling specifically because of price. Include: 'going to Verizon because too expensive' 'leaving AT&T too expensive' 'I'm canceling bill too high' 'switching because cheaper elsewhere' 'T-Mobile is cheaper' 'can't afford AT&T anymore' 'leaving for a cheaper carrier'. Churn risk + pricing signal â€” flag for retention intervention.",Negative,All,95,0.1%,Retention
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Cancellation Threat Due to Cost,Customer explicitly links high cost to cancellation or switching intent â€” pricing is the stated reason for potential churn.,Competitor Pricing Comparison,"Customer specifically compares AT&T pricing unfavorably to a named competitor. Include: 'Verizon is cheaper' 'T-Mobile offers more for less' 'Xfinity has better prices' 'competitor has same service for $30 less' 'why is AT&T more expensive than everyone else' 'same plan is cheaper at T-Mobile'. Competitive intelligence signal.",Negative,All,TBD,TBD,Competitive Intel / Pricing
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Payment Process & Autopay,Customer experience with making payments setting up autopay or managing payment methods.,Autopay Discount / Paperless Positive,"Customer appreciates the autopay or paperless discount and mentions it positively. Include: 'love the autopay discount' 'glad I get discount for autopay' 'paperless saves me money' 'autopay is convenient and saves'. Adoption signal.",Positive,All,TBD,TBD,Billing / Digital
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Payment Process & Autopay,Customer experience with making payments setting up autopay or managing payment methods.,Autopay Issues / Payment Failed / Late Fee,"Customer had problems with autopay processing payment failure or received an unexpected late fee. Include: 'autopay didn't work' 'payment failed' 'charged a late fee' 'autopay took wrong amount' 'payment didn't go through' 'late fee even though I have autopay' 'autopay charged early'. System reliability issue.",Negative,All,TBD,TBD,Billing Systems / Operations
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Internet / WiFi Service Quality,Customer feedback about home internet or WiFi service performance speed reliability or outages.,Internet / WiFi Not Working / Down,"Customer reports internet or WiFi is completely down or not working. Include: 'still no WiFi' 'fix my internet' 'internet ****' 'WiFi still down' 'no internet' 'internet still down' 'still no service' 'FIX MY INTERNET' 'we never got WiFi' '18 days with no WiFi' 'internet is out' 'WiFi is dead'. High-urgency service failure â€” outage signal.",Negative,All,480,0.6%,Network Operations
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Internet / WiFi Service Quality,Customer feedback about home internet or WiFi service performance speed reliability or outages.,Internet Is Slow / Poor Speed,"Customer reports slow internet or poor WiFi speed not meeting expectations. Include: 'internet is slow' 'slow internet' 'poor WiFi speed' 'faster WiFi speed' 'need faster internet' 'internet not great' 'poor internet' 'speeds are terrible' 'buffering constantly' 'can barely stream' 'not getting the speeds I pay for'. Network engineering signal.",Negative,All,145,0.2%,Network Engineering
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Internet / WiFi Service Quality,Customer feedback about home internet or WiFi service performance speed reliability or outages.,Internet / WiFi Intermittent / Drops Connection,"Internet works sometimes but drops out intermittently or is unreliable. Include: 'keeps dropping' 'in and out' 'intermittent' 'WiFi keeps disconnecting' 'drops every few hours' 'unstable connection' 'cuts in and out' 'randomly disconnects' 'spotty internet'. Distinct from total outage â€” harder to diagnose.",Negative,All,120,0.1%,Network Engineering
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Internet / WiFi Service Quality,Customer feedback about home internet or WiFi service performance speed reliability or outages.,Internet / WiFi Service Positive,"Customer is satisfied with internet service quality speed or reliability. Include: 'great WiFi' 'love my internet' 'great wifi services' 'I like my internet' 'I love my internet' 'fast internet' 'internet works great' 'reliable service' 'speeds are excellent'. Track retention signal for broadband.",Positive,All,85,0.1%,Product Marketing
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Internet / WiFi Service Quality,Customer feedback about home internet or WiFi service performance speed reliability or outages.,WiFi Coverage / Dead Spots in Home,"Customer reports WiFi does not reach parts of their home â€” coverage gaps within the residence. Include: 'no signal in my bedroom' 'WiFi doesn't reach upstairs' 'dead spots' 'no coverage in the back of house' 'need an extender' 'WiFi weak in some rooms' 'can't get signal in basement'. Equipment/topology issue â€” extender opportunity.",Negative,All,TBD,TBD,Technical Support / Equipment
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Service Outage,Customer reports or references a service outage â€” planned or unplanned â€” affecting their area or account. Distinct from individual device or account issues.,Experienced Service Outage / Area Outage,"Customer reports a broader service outage affecting their area â€” not just their individual account. Include: 'outage in my area' 'whole neighborhood is down' 'service outage' 'outage for 3 days' 'area-wide outage' 'everyone on my street' 'been down since the storm' 'outage map shows my area'. Network ops â€” track by geography.",Negative,All,TBD,TBD,Network Operations
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Service Outage,Customer reports or references a service outage â€” planned or unplanned â€” affecting their area or account. Distinct from individual device or account issues.,Outage Duration Was Excessive,"Customer complains specifically about how long an outage lasted. Include: 'been out for a week' '5 days without service' 'outage lasted 3 days' 'still out after a week' 'how long does an outage last' 'been down too long' 'unacceptable downtime'. Duration-specific â€” severity escalation signal.",Negative,All,TBD,TBD,Network Operations / Leadership
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Service Outage,Customer reports or references a service outage â€” planned or unplanned â€” affecting their area or account. Distinct from individual device or account issues.,No Communication During Outage / No ETA,"Customer was not informed about outage status timeline or estimated restoration. Include: 'no update on the outage' 'when will it be fixed' 'no ETA' 'no one can tell me when' 'how much longer' 'no communication about the outage' 'just want to know when'. Overlaps with Proactive Communication (Process) but specific to outage context.",Negative,All,TBD,TBD,Communications / Network Ops
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Service Outage,Customer reports or references a service outage â€” planned or unplanned â€” affecting their area or account. Distinct from individual device or account issues.,Wants Credit / Refund for Outage Period,"Customer requests financial credit or refund for days/time without service during an outage. Include: 'want a credit for the outage' 'shouldn't pay for days without service' 'refund for downtime' 'credit me for the outage' 'not paying for days it was down' 'prorate my bill for the outage'. Pricing overlap but outage-driven â€” policy signal.",Negative,All,TBD,TBD,Billing Policy / Network Ops
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Wireless / Mobile Service Quality,Customer feedback about wireless phone service signal reliability dropped calls or mobile service performance.,Wireless / Phone Service Not Working,"Customer reports phone or wireless service is not working â€” calls won't connect or mobile service is completely down. Include: 'fix my phone' 'still no phone' 'phone went dead' 'mala cobertura' 'landline still dead' 'tower was down' 'no service' 'can't make calls' 'phone service is out' 'no dial tone'. Separate from device issues.",Negative,All,220,0.3%,Network Operations
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Wireless / Mobile Service Quality,Customer feedback about wireless phone service signal reliability dropped calls or mobile service performance.,Dropped Calls / Call Quality Issues,"Customer experiences dropped calls poor call audio or call quality problems. Include: 'calls keep dropping' 'dropped call' 'can't hear them' 'breaking up' 'static on the line' 'calls cut out' 'voice quality is terrible' 'echoing' 'people can't hear me' 'call drops every time'. Distinct from service outage â€” intermittent quality issue.",Negative,All,TBD,TBD,Network Engineering
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Wireless / Mobile Service Quality,Customer feedback about wireless phone service signal reliability dropped calls or mobile service performance.,Wireless Service Positive / Good Reception,"Customer is satisfied with wireless service quality or reception. Include: 'great service' 'never have issues' 'good reception' 'service is reliable' 'always have bars' 'love my phone service' 'never drops calls' 'crystal clear calls'. Retention signal.",Positive,All,TBD,TBD,Product Marketing
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Coverage & Signal,Customer feedback about wireless coverage area signal strength or availability in specific locations.,Poor Coverage / No Signal in Area,"Customer reports poor signal or no coverage in their area home or workplace. Include: 'poor coverage' 'bad signal' 'no signal' 'coverage issue' 'falta de la senal' 'no bars' 'weak signal' 'no coverage at my house' 'dead zone' 'can't get signal at work'. Geographic signal for network planning â€” track by ZIP.",Negative,All,75,0.1%,Network Planning
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Coverage & Signal,Customer feedback about wireless coverage area signal strength or availability in specific locations.,Coverage Has Degraded / Used to Be Better,"Customer reports coverage worsening over time in their area â€” previously good service now poor. Include: 'used to have great service' 'coverage got worse' 'signal used to be fine' 'deteriorated' 'wasn't like this before' 'went downhill' 'service was better last year'. Network change impact signal â€” more actionable than general poor coverage.",Negative,All,TBD,TBD,Network Planning / Engineering
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Coverage & Signal,Customer feedback about wireless coverage area signal strength or availability in specific locations.,Coverage Map Inaccurate / Promised Coverage Not Delivered,"Customer states AT&T coverage map showed coverage in their area but actual experience doesn't match. Include: 'map says I have coverage but I don't' 'coverage map is wrong' 'was told I'd have coverage' 'signed up because map showed coverage' 'map is inaccurate'. Sales/marketing accountability â€” potential compliance issue.",Negative,All,TBD,TBD,Network Planning / Marketing
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Device & Equipment,Customer feedback about physical devices equipment modems routers gateways or hardware provided by AT&T.,Device / Equipment / Hardware Issue,"Customer mentions a device modem router gateway or hardware problem. Include: 'need new modem' 'router issue' 'equipment problem' 'modem' 'my modem lite is off' 'need a new router' 'Wi-Fi keeps dropping' 'gateway not working' 'box is broken' 'device is defective'. Separate from service outage â€” hardware failure.",Negative,All,180,0.2%,Technical Support
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Device & Equipment,Customer feedback about physical devices equipment modems routers gateways or hardware provided by AT&T.,Equipment Is Outdated / Needs Replacement,"Customer reports their AT&T-provided equipment is old outdated or needs upgrading. Include: 'old modem' 'need a newer router' 'equipment is ancient' 'outdated gateway' 'when do I get new equipment' 'still have the old box' 'need an upgrade on the router'. Equipment refresh cycle signal.",Negative,All,TBD,TBD,Equipment / Product Management
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Device & Equipment,Customer feedback about physical devices equipment modems routers gateways or hardware provided by AT&T.,Phone / Device Is Defective / Not Working Properly,"Customer's phone or mobile device itself has a hardware or software defect. Include: 'phone is defective' 'screen keeps freezing' 'phone won't charge' 'battery dies fast' 'phone is glitchy' 'device keeps restarting' 'my phone is broken' 'screen cracked on its own'. Device warranty/replacement signal â€” distinct from service issues.",Negative,Retail | National Retail,TBD,TBD,Device Support / Warranty
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Device & Equipment,Customer feedback about physical devices equipment modems routers gateways or hardware provided by AT&T.,Replacement Device / Equipment Swap Positive,"Customer had a positive experience getting a replacement device or equipment swap. Include: 'got a new modem and it's great' 'replacement phone works perfectly' 'new router fixed everything' 'glad they swapped it out' 'new equipment works much better'. Resolution success signal.",Positive,All,TBD,TBD,Technical Support
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Fiber & New Technology,Customer feedback about fiber optic service availability 5G technology or new infrastructure offerings.,Fiber Not Available / Request for Fiber,"Customer requests fiber or reports it is unavailable in their area. Include: 'cannot get fiber' 'need fiber in area' 'fiber optic internet' 'the new fiber' 'wish there was fiber' 'when will fiber come to my area' 'want AT&T Fiber' 'still on DSL want fiber'. Infrastructure investment signal â€” demand mapping.",Neutral,All,90,0.1%,Network Planning
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Fiber & New Technology,Customer feedback about fiber optic service availability 5G technology or new infrastructure offerings.,Fiber Service Positive / Love Fiber,"Customer has fiber and is satisfied with its performance. Include: 'love fiber' 'fiber is amazing' 'so fast' 'best internet I've had' 'fiber is worth it' 'glad I got fiber' 'night and day difference'. Retention signal â€” track for fiber expansion ROI.",Positive,All,TBD,TBD,Product Marketing
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Fiber & New Technology,Customer feedback about fiber optic service availability 5G technology or new infrastructure offerings.,5G Expectations / Request for 5G,"Customer mentions 5G â€” either requesting it availability questions or commenting on 5G experience. Include: '5G' 'to get 5G' 'when is 5G coming' 'need 5G in my area' '5G isn't faster' '5G coverage' 'thought 5G would be better'. Technology roadmap signal â€” track sentiment.",Neutral,All,55,0.1%,Product Management / Network
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Data & Throttling,Customer experience with data limits throttling deprioritization or data usage concerns on wireless plans.,Data Throttled / Slowed Down,"Customer reports their data being throttled or speeds reduced after hitting a limit. Include: 'data was throttled' 'slowed my data' 'speeds reduced' 'deprioritized' 'data cap hit and now it's slow' 'throttled my service' 'internet slowed after using too much' 'can barely load anything after cap'. Policy/plan design signal.",Negative,All,TBD,TBD,Product / Pricing Strategy
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Data & Throttling,Customer experience with data limits throttling deprioritization or data usage concerns on wireless plans.,Data Usage Unclear / Unexpected Overage,"Customer confused about data usage doesn't understand how they used their data or received unexpected overage charges. Include: 'don't understand my data usage' 'how did I use that much' 'unexpected data charge' 'overage fee' 'didn't know I went over' 'data used up too fast'. Education/transparency opportunity.",Negative,All,TBD,TBD,Product / Billing Transparency
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services â€” the actual product experience distinct from the service interaction.,Data & Throttling,Customer experience with data limits throttling deprioritization or data usage concerns on wireless plans.,Wants Unlimited / More Data,"Customer requests an unlimited plan or more data allocation. Include: 'need unlimited data' 'want more data' 'need a bigger data plan' 'unlimited would be better' 'keep running out of data' 'hotspot runs out too fast' 'need more hotspot'. Plan migration opportunity.",Neutral,All,TBD,TBD,Product / Retention
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Cancellation & Switching Intent,Customer expresses intent to cancel service or switch to a competitor â€” with or without a stated reason.,Canceling / Leaving AT&T (General),"Customer states they are leaving or have left AT&T without specifying a detailed reason. Include: 'cancel my account' 'I want to cancel' 'I'm leaving AT&T' 'im leaving att' 'I am dropping AT&T' 'I am cancelling ATT' 'I cancelled service' 'done with AT&T' 'leaving this company'. Primary churn signal â€” flag for retention outreach.",Negative,All,280,0.3%,Retention
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Cancellation & Switching Intent,Customer expresses intent to cancel service or switch to a competitor â€” with or without a stated reason.,Switching to Competitor â€” Verizon,"Customer names Verizon specifically as the competitor they are switching to. Include: 'going to Verizon' 'switching to Verizon' 'Verizon is better' 'Verizon offers more' 'going to Verison'. Track separately for competitive intelligence â€” Verizon is primary wireless competitor.",Negative,All,TBD,TBD,Retention / Competitive Intel
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Cancellation & Switching Intent,Customer expresses intent to cancel service or switch to a competitor â€” with or without a stated reason.,Switching to Competitor â€” T-Mobile,"Customer names T-Mobile specifically as the competitor they are switching to. Include: 'going to T-Mobile' 'switching to T-Mobile' 'T-Mobile is cheaper' 'I'm going to T-Mobile' 'T-Mobile has better deals'. Track separately â€” T-Mobile is primary value/price competitor.",Negative,All,TBD,TBD,Retention / Competitive Intel
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Cancellation & Switching Intent,Customer expresses intent to cancel service or switch to a competitor â€” with or without a stated reason.,Switching to Competitor â€” Xfinity / Spectrum / Other ISP,"Customer names a cable/ISP competitor for internet service. Include: 'going to Xfinity' 'switching to Spectrum' 'Comcast is cheaper' 'going back to cable' 'Google Fiber' 'Frontier has better speeds'. Track for broadband competitive intelligence.",Negative,All,TBD,TBD,Retention / Competitive Intel
