"Category","Category_Definition","Topic","Topic_Definition","Sub_Topic","Sub_Topic_Definition","Polarity","Survey_Channel","Est_Count","Est_Pct","Notes","Taxonomy"
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Bill Increase & Rate Changes","Feedback specifically about bills going up or unexpected price increases — month over month or mid-contract.","Corporate Greed / Predatory Pricing Language","Customer uses strong language implying AT&T is exploitative, greedy, or predatory in pricing practices (including but not limited to: ""corporate greed"", ""money hungry"", ""you charge too much"", ""you're squeezing customers"", ""price gouging"", ""taking advantage"", or similar language). Churn risk + brand reputation signal.","Negative","All","9","0.009%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Corporate Greed / Predatory Pricing Language->Customer uses strong language implying AT&T is exploitative greedy or predatory in pricing practices. Include: 'corporate greed' 'money hungry' 'you charge too much' 'you're too expensive' 'yall money hungry' 'ripping people off' 'price gouging' 'nickel and dime' 'squeezing customers'. Churn risk + brand reputation signal."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Bill Increase & Rate Changes","Feedback specifically about bills going up or unexpected price increases — month over month or mid-contract.","Promotion Expired / Price Jumped After Promo","Customer's promotional rate ended and bill increased significantly — often without clear warning (including but not limited to: ""promo ended and bill doubled"", ""promotion expired"", ""price went up after my deal ended"", ""introductory rate is over"", ""my discount ended"", ""was $50 now it's $90"", ""promotional period over"", or similar language). Retention-critical moment — distinct from general increase.","Negative","All","115","0.119%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Promotion Expired / Price Jumped After Promo->Customer's promotional rate ended and bill increased significantly — often without clear warning. Include: 'promo ended and bill doubled' 'promotion expired' 'price went up after my deal ended' 'introductory rate is over' 'my discount ended' 'was $50 now it's $90' 'promotional period over'. Retention-critical moment — distinct from general increase."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Bill Inquiry & General Bill","General billing call intent when customer references their bill without a specific billing error fee or pricing driver.","Bill Inquiry","Customer asks about the bill amount charges or bill details without naming a specific billing problem (including but not limited to: ""question about my bill"", ""calling about my bill"", ""bill inquiry"", ""need help understanding my bill"", or similar language).","Neutral","All","932","0.961%","Material signal with usable volume. Keep as standalone and tune examples as needed. High contextual overlap with 'General Bill' (definition similarity 0.81); consider combining or tightening boundaries.","Bill Inquiry->Customer asks about the bill amount charges or bill details without naming a specific billing problem. Include: 'question about my bill' 'calling about my bill' 'bill inquiry' 'need help understanding my bill'."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Bill Inquiry & General Bill","General billing call intent when customer references their bill without a specific billing error fee or pricing driver.","General Bill","General mention of billing not covered by a more specific billing sub-topic (including but not limited to: ""my bill"", ""billing"", ""bill question"", ""general billing concern"", or similar language). Use only when no specific billing issue is identifiable.","Neutral","All","62","0.064%","Material signal with usable volume. Keep as standalone and tune examples as needed. High contextual overlap with 'Bill Inquiry' (definition similarity 0.81); consider combining or tightening boundaries.","General Bill->General mention of billing not covered by a more specific billing sub-topic. Include: 'my bill' 'billing' 'bill question' 'general billing concern'. Use only when no specific billing issue is identifiable."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Billing Errors & Disputes","Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.","Billing Error / Incorrect Charge / Overcharge","Customer challenges specific charges or amounts and claims an error, unauthorized charge, or being overcharged -- requesting investigation, correction, or reversal. Must assert WRONGNESS OR ERROR, not just dissatisfaction. ""Overcharged"" (claiming incorrect billing) belongs here, NOT in Bill Too High. Covers three dispute patterns: (1) BILLING ERRORS -- ""billing error,"" ""wrong charge,"" ""incorrect bill,"" ""double charged,"" ""charged twice,"" ""I was overcharged""; (2) UNAUTHORIZED CHARGES -- ""unauthorized charge on my bill,"" ""never agreed to that charge,"" ""charge I didn't authorize""; (3) PHANTOM SERVICE CHARGES -- billed for a service or line not on the account -- ""charged for something I don't have,"" ""billed for services I didn't receive,"" ""charged for a line I cancelled."" Spanish equivalents (including but not limited to: cobro incorrecto, cargo no autorizado, me cobran por algo que no tengo, or similar) also qualify.","Negative","All","350","0.361%","Material signal with usable volume. Keep as standalone and tune examples as needed. Definition updated from revised classification prompt. Key addition: wrongness assertion gate and Overcharged routing confirmation (belongs here, not Bill Too High).","Billing Error / Incorrect Charge / Overcharge->Customer challenges specific charges or amounts and claims an error, incorrect billing, unauthorized charge, or being overcharged — requesting investigation, correction, or reversal. Must assert WRONGNESS OR ERROR, not just dissatisfaction. 'Overcharged' (claiming to be charged incorrectly or more than should be) belongs here, NOT in Bill Too High. Covers three dispute patterns: (1) BILLING ERRORS — 'billing error,' 'wrong charge,' 'incorrect bill,' 'double charged,' 'charged twice,' 'I was overcharged'; (2) UNAUTHORIZED CHARGES — 'unauthorized charge on my bill,' 'never agreed to that charge,' 'charge I didn't authorize'; (3) PHANTOM SERVICE CHARGES — customer is billed for a service, device, or feature they do not have, did not order, or already cancelled — 'charged for something I don't have,' 'billed for services I didn't receive,' 'charged for a line I cancelled,' 'paying for a service that's not on my account.' Spanish equivalents (including but not limited to: cobro incorrecto, me cobraron de mas, cargo no autorizado, error en mi factura, me estan cobrando por algo que no tengo, me cobran por un servicio que cancele, or similar Spanish billing dispute language) also qualify."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Billing Errors & Disputes","Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.","Charged After Cancellation","Customer reports being charged for services after they canceled (including but not limited to: ""still being charged after I canceled"", ""canceled but still getting billed"", ""why am I still being charged"", ""billed after disconnection"", ""charged for service I don't have"", ""still charging me after cancellation"", or similar language). Compliance/legal signal — retention failure aftermath.","Negative","All","203","0.209%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Charged After Cancellation->Customer reports being charged for services after they canceled. Include: 'still being charged after I canceled' 'canceled but still getting billed' 'why am I still being charged' 'billed after disconnection' 'charged for service I don't have anymore' 'still charging me'. Compliance/legal signal — retention failure aftermath."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Billing Errors & Disputes","Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.","Fraud / Scam Allegation","Customer believes they were scammed or defrauded by AT&T — intentional financial harm alleged (including but not limited to: ""I was scammed"", ""this is a fraud"", ""stole my money"", ""you scammed us"", ""son un fraude"", ""THIS IS A FRAUD"", ""you guys scammed me"", ""ATT is always lying"", ""att is full of liars"", ""theft"", or similar language). Legal/compliance flag — HIGH severity.","Negative","All","78","0.08%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Fraud / Scam Allegation->Customer believes they were scammed or defrauded by AT&T — intentional financial harm alleged. Include: 'I was scammed' 'this is a fraud' 'stole my money' 'you scammed us' 'son un fraude' 'THIS IS A FRAUD' 'you guys scammed me' 'ATT is always lying' 'att is full of liars' 'theft'. Legal/compliance flag — HIGH severity."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Billing Errors & Disputes","Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.","Refund / Credit Request","Customer requests or expects compensation (e.g., credit, refund, or adjustment) due to an error, overcharge, or service issue. Applies to the request itself, regardless of whether the credit was granted (including but not limited to: ""refund my money,"" ""give me a refund,"" ""credit my account,"" ""I want my money back,"" ""where is my credit,"" or similar request/expectation language). Spanish equivalents apply (quiero un reembolso, me deben un credito). Does NOT apply to: (1) trade-in promotional credits missing -> use Trade-In Credit Not Applied / Less Than Promised; (2) BOGO or promotional credits not applying -> use BOGO / Promotion Confusion or Promotion Not Honored / Discount Not Applied. Revenue protection signal -- track for resolution rate.","Negative","All","84","0.087%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Refund / Credit Request->Customer requests or expects compensation (e.g., credit, refund, or adjustment) due to an error, overcharge, or service issue. Applies to the request itself, regardless of whether the credit was granted (including but not limited to: ""refund my money,"" ""give me a refund,"" ""credit my account,"" ""I want my money back,"" ""refund 5 months,"" ""reimburse,"" ""where is my credit,"" ""I should have gotten a credit,"" or similar request/expectation language). Spanish equivalents apply (quiero un reembolso, acrediten mi cuenta, me deben un crédito, devuélvanme mi dinero). Does NOT apply to: (1) trade-in promotional credits missing or less than promised → use Trade-In Credit Not Applied / Less Than Promised; (2) BOGO or promotional discount credits not applying → use BOGO / Promotion Confusion or Promotion Not Honored / Discount Not Applied. Revenue protection signal — track for resolution rate."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Billing Errors & Disputes","Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.","Refund / Credit Was Applied Successfully","Customer confirms a credit or refund was applied — resolution of a billing dispute (including but not limited to: ""got my credit"", ""refund was applied"", ""they credited my account"", ""money back"", ""credit showed up"", ""got the adjustment"", or similar language). Service recovery success — track alongside dispute volume.","Positive","All","13","0.013%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Refund / Credit Was Applied Successfully->Customer confirms a credit or refund was applied — resolution of a billing dispute. Include: 'got my credit' 'refund was applied' 'they credited my account' 'money back' 'credit showed up' 'got the adjustment'. Service recovery success — track alongside dispute volume."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Cancellation Threat Due to Cost","Customer explicitly links high cost to cancellation or switching intent — pricing is the stated reason for potential churn.","Competitor Pricing Comparison","Customer specifically compares AT&T pricing unfavorably to a named competitor (including but not limited to: ""Verizon is cheaper"", ""T-Mobile offers more for less"", ""Xfinity has better prices"", ""competitor has same service for $30 less"", ""why is AT&T more expensive than everyone else"", ""same plan is cheaper at T-Mobile"", or similar language). Competitive intelligence signal.","Negative","All","17","0.018%","Low volume but present. Retain for monitoring; consider roll-up if this remains low across multiple months.","Competitor Pricing Comparison->Customer specifically compares AT&T pricing unfavorably to a named competitor. Include: 'Verizon is cheaper' 'T-Mobile offers more for less' 'Xfinity has better prices' 'competitor has same service for $30 less' 'why is AT&T more expensive than everyone else' 'same plan is cheaper at T-Mobile'. Competitive intelligence signal."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Cancellation Threat Due to Cost","Customer explicitly links high cost to cancellation or switching intent — pricing is the stated reason for potential churn.","Leaving / Canceling Due to Cost","Customer states they are leaving or canceling specifically because of price (including but not limited to: ""going to Verizon because too expensive"", ""leaving AT&T too expensive"", ""I'm leaving because of the cost"", ""leaving for a cheaper carrier"", or similar language). Churn risk + pricing signal — flag for retention intervention.","Negative","All","205","0.211%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Leaving / Canceling Due to Cost->Customer states they are leaving or canceling specifically because of price. Include: 'going to Verizon because too expensive' 'leaving AT&T too expensive' 'I'm canceling bill too high' 'switching because cheaper elsewhere' 'T-Mobile is cheaper' 'can't afford AT&T anymore' 'leaving for a cheaper carrier'. Churn risk + pricing signal — flag for retention intervention."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Device Payment & Installment Plan","Customer feedback about device payment plans installment agreements and monthly device charges.","Device Payment Plan Is Too Expensive","Customer feels device payment is too high or total cost of phone over installments is excessive (including but not limited to: ""phone payment is too much"", ""paying too much for this phone"", ""device cost is ridiculous"", ""monthly phone payment too high"", ""can't afford my phone payment"", ""$40/month for a phone is crazy"", or similar language). Track for device pricing strategy.","Negative","All","545","0.562%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Device Payment Plan Is Too Expensive->Customer feels device payment is too high or total cost of phone over installments is excessive. Include: 'phone payment is too much' 'paying too much for this phone' 'device cost is ridiculous' 'monthly phone payment too high' 'can't afford the phone payment' '$40/month for a phone is crazy'. Track for device pricing strategy."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Device Payment & Installment Plan","Customer feedback about device payment plans installment agreements and monthly device charges.","Device Payoff / Early Upgrade Confusion","Customer is confused about device payoff balance, remaining payments, or early upgrade eligibility (including but not limited to: ""how much do I owe on my phone"", ""when can I upgrade"", ""confused about payoff"", ""didn't know I still owed money"", ""installment wasn't what I expected"", ""thought my phone was paid off"", or similar language). Knowledge gap — education opportunity.","Negative","All","23","0.024%","Low volume but present. Retain for monitoring; consider roll-up if this remains low across multiple months.","Device Payoff / Early Upgrade Confusion->Customer is confused about device payoff balance remaining payments or early upgrade eligibility. Include: 'how much do I owe on my phone' 'when can I upgrade' 'confused about payoff' 'didn't know I still owed' 'can't upgrade because of balance' 'installment wasn't explained' 'thought my phone was paid off'. Knowledge gap — education opportunity."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Device Payment & Installment Plan","Customer feedback about device payment plans installment agreements and monthly device charges.","Trade-In Credit Not Applied / Less Than Promised","Customer's device trade-in promotional credit was not applied or is less than what was promised at point of sale (including but not limited to: ""trade-in credit never showed"", ""was told $800 credit only got $200"", ""promotional credits not applying"", ""where are my trade-in credits"", ""credit was supposed to be monthly"", ""trade value was wrong"", or similar language). HIGH volume complaint — BOGO and trade promo related.","Negative","All","391","0.403%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Trade-In Credit Not Applied / Less Than Promised->Customer's device trade-in promotional credit was not applied or is less than what was promised at point of sale. Include: 'trade-in credit never showed' 'was told $800 credit only got $200' 'promotional credits not applying' 'where are my trade-in credits' 'credit was supposed to be monthly' 'trade value was wrong'. HIGH volume complaint — BOGO and trade promo related."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Hidden Fees & Unexpected Charges","Customer discovers charges they were not informed about — activation fees surcharges administrative fees or other line items that feel hidden or deceptive.","Activation / Upgrade Fee Complaint","Customer specifically complains about activation fees upgrade fees or restocking fees (including but not limited to: ""activation fee is ridiculous"", ""why do I have to pay to upgrade"", ""upgrade fee"", ""$35 activation fee"", ""restocking fee"", ""fee to switch phones"", ""charged me to activate"", or similar language). Distinct from general hidden fees — specific fee type for policy review.","Negative","Retail | National Retail","54","0.056%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Activation / Upgrade Fee Complaint->Customer specifically complains about activation fees upgrade fees or restocking fees. Include: 'activation fee is ridiculous' 'why do I have to pay to upgrade' 'upgrade fee' '$35 activation fee' 'restocking fee' 'fee to switch phones' 'charged me to activate'. Distinct from general hidden fees — specific fee type for policy review."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Hidden Fees & Unexpected Charges","Customer discovers charges they were not informed about — activation fees surcharges administrative fees or other line items that feel hidden or deceptive.","Hidden Fees / Unexpected Charges on Bill","Customer discovered charges they weren't told about — feels blindsided by line items (including but not limited to: ""hidden fees"", ""didn't know about this fee"", ""what are all these fees"", ""administrative fee"", ""wasn't told about the charges"", ""fine print fees"", or similar language). Trust erosion — transparency failure.","Negative","All","155","0.16%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Hidden Fees / Unexpected Charges on Bill->Customer discovered charges they weren't told about — feels blindsided by line items. Include: 'hidden fees' 'didn't know about these charges' 'surprise charges' 'fees I wasn't told about' 'what are all these fees' 'administrative fee' 'wasn't told about activation fee' 'snuck in charges' 'fine print fees'. Trust erosion — transparency failure."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Payment Process & Autopay","Customer experience with making payments setting up autopay or managing payment methods.","Autopay Discount / Paperless Positive","Customer appreciates the autopay or paperless discount and mentions it positively (including but not limited to: ""love the autopay discount"", ""glad I get discount for autopay"", ""paperless saves me money"", ""autopay is convenient and saves"", or similar language). Adoption signal.","Positive","All","81","0.084%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Autopay Discount / Paperless Positive->Customer appreciates the autopay or paperless discount and mentions it positively. Include: 'love the autopay discount' 'glad I get discount for autopay' 'paperless saves me money' 'autopay is convenient and saves'. Adoption signal."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Payment Process & Autopay","Customer experience with making payments setting up autopay or managing payment methods.","Autopay Issues / Payment Failed / Late Fee","Customer had problems with autopay processing payment failure or received an unexpected late fee (including but not limited to: ""autopay didn't process"", ""autopay didn't go through"", ""late fee even though I have autopay"", ""autopay charged early"", or similar language). System reliability issue.","Negative","All","58","0.06%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Autopay Issues / Payment Failed / Late Fee->Customer had problems with autopay processing payment failure or received an unexpected late fee. Include: 'autopay didn't work' 'payment failed' 'charged a late fee' 'autopay took wrong amount' 'payment didn't go through' 'late fee even though I have autopay' 'autopay charged early'. System reliability issue."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Promotions & Discounts","Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.","55+ Wireless + Internet Bundle Discount","Customer mentions 55+ discount tied to wireless and internet bundle eligibility pricing or enrollment (including but not limited to: ""55 plus discount"", ""senior bundle discount"", ""55+ wireless internet offer"", or similar language).","Mixed","All","65","0.067%","Material signal with usable volume. Keep as standalone and tune examples as needed.","55+ Wireless + Internet Bundle Discount->Customer mentions 55+ discount tied to wireless and internet bundle eligibility pricing or enrollment. Include: '55 plus discount' 'senior bundle discount' '55+ wireless internet offer'."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Promotions & Discounts","Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.","Access by AT&T (Low-Cost Internet)","Customer references Access by AT&T low-cost internet program eligibility pricing or enrollment (including but not limited to: ""Access by AT&T"", ""low-cost internet"", ""affordable internet program"", ""internet assistance program"", or similar language).","Mixed","All","22","0.023%","Low volume but present. Retain for monitoring; consider roll-up if this remains low across multiple months.","Access by AT&T (Low-Cost Internet)->Customer references Access by AT&T low-cost internet program eligibility pricing or enrollment. Include: 'Access by AT&T' 'low-cost internet' 'affordable internet program' 'internet assistance program'."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Promotions & Discounts","Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.","Appreciation Savings Program","Customer mentions appreciation discounts for military veterans teachers retired responders or eligible family members (including but not limited to: ""military discount"", ""veteran discount"", ""teacher discount"", ""first responder discount"", ""appreciation savings"", or similar language).","Mixed","All","50","0.052%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Appreciation Savings Program->Customer mentions appreciation discounts for military veterans teachers retired responders or eligible family members. Include: 'military discount' 'veteran discount' 'teacher discount' 'first responder discount' 'appreciation savings'."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Promotions & Discounts","Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.","Promotion / Discount Was Applied Successfully","Customer confirms a promotion discount or deal was successfully applied to their account (including but not limited to: ""got a great deal"", ""discount was applied"", ""love my new plan price"", ""promotion is working"", ""happy with the savings"", ""got the deal they promised"", or similar language). Retention success signal.","Positive","All","11","0.011%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Promotion / Discount Was Applied Successfully->Customer confirms a promotion discount or deal was successfully applied to their account. Include: 'got a great deal' 'discount was applied' 'love my new plan price' 'promotion is working' 'happy with the savings' 'got the deal they promised'. Retention success signal."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Promotions & Discounts","Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.","Promotion Not Honored / Discount Not Applied","Customer was promised a promotion or discount that was never applied or was removed (including but not limited to: ""promotion wasn't applied"", ""was promised a deal and didn't get it"", ""deal was never applied"", ""discount never showed up"", ""promo was removed"", or similar language). Trust violation — overlaps with broken promise.","Negative","All","154","0.159%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Promotion Not Honored / Discount Not Applied->Customer was promised a promotion or discount that was never applied or was removed. Include: 'promotion wasn't applied' 'discount didn't show' 'was promised a deal and didn't get it' 'promotional credit missing' 'where is my discount' 'said I'd get $10 off and I didn't' 'deal was never applied'. Trust violation — overlaps with broken promise."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Promotions & Discounts","Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.","Request for Discount / Better Deal / Promotion","Customer requests a discount better promotion or loyalty deal (including but not limited to: ""better prices"", ""lower your rates"", ""get me a discount"", ""cheaper phone bill"", ""better promotions"", ""offer more discounts"", ""cheaper phone rates"", ""loyalty discount"", ""what deals do you have"", ""any promotions available"", or similar language). Track for win-back/retention opportunities.","Negative","All","277","0.286%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Request for Discount / Better Deal / Promotion->Customer requests a discount better promotion or loyalty deal. Include: 'better prices' 'lower your rates' 'get me a discount' 'cheaper phone bill' 'better promotions' 'offer more discounts' 'cheaper phone rates' 'loyalty discount' 'what deals do you have' 'any promotions available'. Track for win-back/retention opportunities."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Promotions & Discounts","Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.","Signature Savings Program","Customer mentions Signature Savings corporate union or student eligibility discount programs (including but not limited to: ""signature savings"", ""employer discount"", ""corporate discount"", ""union discount"", ""student discount"", or similar language).","Mixed","All","12","0.012%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Signature Savings Program->Customer mentions Signature Savings corporate union or student eligibility discount programs. Include: 'signature savings' 'employer discount' 'corporate discount' 'union discount' 'student discount'."
"Pricing","Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.","Promotions & Discounts","Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.","Wireless + Fiber Bundle Discount","Customer mentions bundle savings for combining wireless and fiber services (including but not limited to: ""wireless and fiber bundle"", ""bundle discount"", ""mobile plus fiber savings"", ""combined service discount"", or similar language).","Mixed","All","1","0.001%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Wireless + Fiber Bundle Discount->Customer mentions bundle savings for combining wireless and fiber services. Include: 'wireless and fiber bundle' 'bundle discount' 'mobile plus fiber savings' 'combined service discount'."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","AI Automation & IVR Experience","Customer feedback specifically about automated systems IVR menu navigation chatbots or AI assistants in the service journey.","IVR / Phone Menu Navigation Difficulty","Customer specifically struggled with phone menu navigation — couldn't reach a live person or menus were confusing (including but not limited to: ""press 1 press 2 nonsense"", ""couldn't get to a human"", ""stuck in a loop"", ""phone tree is ridiculous"", or similar language). Distinct from general AI sentiment — focused on IVR UX specifically.","Negative","Care","91","0.094%","Material signal with usable volume. Keep as standalone and tune examples as needed.","IVR / Phone Menu Navigation Difficulty->Customer specifically struggled with phone menu navigation — couldn't reach a live person or menus were confusing. Include: 'press 1 press 2 nonsense' 'couldn't get through the menu' 'your phone system is terrible' 'just let me talk to someone' 'menu doesn't have my option' 'stuck in a loop' 'phone tree is ridiculous'. Distinct from general AI sentiment — focused on IVR UX specifically."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","AI Automation & IVR Experience","Customer feedback specifically about automated systems IVR menu navigation chatbots or AI assistants in the service journey.","Negative AI / IVR / Bot Experience","Customer expresses frustration with AI automated menus bots or IVR systems (including but not limited to: ""get rid of AI"", ""AI is useless"", ""hate the menu"", ""your AI is useless"", ""automated ****"", ""do away with AI"", ""need real people"", ""humans please"", ""speak to a human"", ""AI is terrible"", ""stop the AI"", ""less AI"", ""hate electronics"", ""automation stinks"", ""just let me talk to a person"", or similar language). Strategic signal for AI investment decisions.","Negative","Care","60","0.062%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Negative AI / IVR / Bot Experience->Customer expresses frustration with AI automated menus bots or IVR systems. Include: 'get rid of AI' 'AI is useless' 'hate the menu' 'your AI is useless' 'automated ****' 'do away with AI' 'need real people' 'humans please' 'speak to a human' 'AI is terrible' 'stop the AI' 'less AI' 'hate electronics' 'automation stinks' 'just let me talk to a person'. Strategic signal for AI investment decisions."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","AI Automation & IVR Experience","Customer feedback specifically about automated systems IVR menu navigation chatbots or AI assistants in the service journey.","Positive Digital / Chat / Self-Service Experience","Customer positively mentions digital chat or self-service experience (including but not limited to: ""easy chat"", ""nice easy chat"", ""digital was easy"", ""quick online"", ""website was easy"", ""app made it simple"", ""self-service was great"", ""chatbot actually helped"", ""resolved it myself online"", or similar language). Track against AI/digital investment ROI.","Positive","All","367","0.378%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Positive Digital / Chat / Self-Service Experience->Customer positively mentions digital chat or self-service experience. Include: 'easy chat' 'nice easy chat' 'digital was easy' 'quick online' 'website was easy' 'app made it simple' 'self-service was great' 'chatbot actually helped' 'resolved it myself online'. Track against AI/digital investment ROI."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Appointment Scheduling","The customer's experience scheduling a technician visit service appointment or installation — including availability convenience of time windows and ease of the scheduling process.","Appointment Rescheduled Without Notice","Customer's appointment was changed or canceled by AT&T without adequate notification or consent (including but not limited to: ""changed my appointment without telling me"", ""rescheduled without asking"", ""showed up on wrong day"", ""appointment was moved"", ""canceled my appointment"", ""no one told me it was rescheduled"", or similar language). Trust violation — distinct from no-show.","Negative","Care | IHE","91","0.094%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Appointment Rescheduled Without Notice->Customer's appointment was changed or canceled by AT&T without adequate notification or consent. Include: 'changed my appointment without telling me' 'rescheduled without asking' 'showed up on wrong day' 'appointment was moved' 'canceled my appointment' 'no one told me it was rescheduled'. Trust violation — distinct from no-show."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Appointment Scheduling","The customer's experience scheduling a technician visit service appointment or installation — including availability convenience of time windows and ease of the scheduling process.","Appointment Window Too Wide / Inconvenient","Customer complains about the size of the appointment window or inconvenience of available times (including but not limited to: ""4-hour window is ridiculous"", ""waited all day"", ""too wide a window"", ""had to take off work"", ""can't give me a tighter window"", ""need a narrower window"", or similar language). Process design signal — competitive disadvantage.","Negative","Care | IHE","10","0.01%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Appointment Window Too Wide / Inconvenient->Customer complains about the size of the appointment window or inconvenience of available times. Include: '4-hour window is ridiculous' 'waited all day' 'too wide a window' 'had to take off work' 'can't give a specific time' 'between 8am and noon is too broad' 'need a tighter window'. Process design signal — competitive disadvantage."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Appointment Scheduling","The customer's experience scheduling a technician visit service appointment or installation — including availability convenience of time windows and ease of the scheduling process.","Scheduling Was Difficult / No Availability","Customer had trouble scheduling or no convenient appointment was available (including but not limited to: ""no appointments available"", ""earliest was 2 weeks out"", ""couldn't get an appointment"", ""no openings"", or similar language). Capacity/staffing signal for field ops.","Negative","Care | IHE","30","0.031%","Low volume but present. Retain for monitoring; consider roll-up if this remains low across multiple months.","Scheduling Was Difficult / No Availability->Customer had trouble scheduling or no convenient appointment was available. Include: 'no appointments available' 'earliest was 2 weeks out' 'couldn't get an appointment' 'scheduling was a nightmare' 'nothing available for days' 'too far out' 'had to wait a week' 'no openings'. Capacity/staffing signal for field ops."
